id,question,correct_answer,choice_1,choice_2,choice_3,difficulty,Knowledge Category,Topic Focus
166,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
173,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
176,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
191,What is the capital of France?,Paris,London,Berlin,Madrid,0,Geography,Capital Cities
196,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
203,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
206,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
221,What is the capital of France?,Paris,London,Berlin,Madrid,0,Geography,Capital Cities
226,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
233,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
236,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
251,What is the capital of France?,Paris,London,Berlin,Madrid,0,Geography,Capital Cities
256,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
263,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
266,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
281,What is the capital of France?,Paris,London,Berlin,Madrid,0,Geography,Capital Cities
286,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
293,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
296,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
311,What is the capital of France?,Paris,London,Berlin,Madrid,0,Geography,Capital Cities
316,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
323,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
326,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
341,What is the capital of France?,Paris,London,Berlin,Madrid,0,Geography,Capital Cities
346,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
353,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
356,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
371,What is the capital of France?,Paris,London,Berlin,Madrid,0,Geography,Capital Cities
376,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
383,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
386,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
401,What is the capital of France?,Paris,London,Berlin,Madrid,0,Geography,Capital Cities
406,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
413,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
416,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
431,What is the capital of France?,Paris,London,Berlin,Madrid,0,Geography,Capital Cities
436,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
443,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
446,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
461,What is the capital of France?,Paris,London,Berlin,Madrid,0,Geography,Capital Cities
466,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
473,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
476,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
491,What is the capital of France?,Paris,London,Berlin,Madrid,0,Geography,Capital Cities
496,What is the capital of Japan?,Tokyo,Beijing,Seoul,Bangkok,0,Geography,Capital Cities
503,What is the capital of Australia?,Canberra,Sydney,Melbourne,Perth,1,Geography,Capital Cities
506,What is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,1,Geography,Capital Cities
541,What is the capital of Japan?,Tokyo,Seoul,Beijing,Bangkok,0,Geography,Capital Cities
542,What is the longest river in the world?,Nile,Amazon,Yangtze,Mississippi,1,Geography,Landforms
543,Which country has the highest population?,China,India,USA,Indonesia,2,Geography,Countries & Demographics
544,What is the smallest continent?,Australia,Europe,Antarctica,South America,3,Geography,Continents
